男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
総数,14102,55001,4,,,,神奈川県,横浜市神奈川区,新浦島町,一丁目,665,74,491,38,10,56,2,8,36,6,14
総数,14102,55002,4,,,,神奈川県,横浜市神奈川区,新浦島町,二丁目,683,51,539,42,6,48,1,6,41,3,12
総数,14102,570,2,,,,神奈川県,横浜市神奈川区,出田町,,-,-,-,-,-,-,-,-,-,-,-
総数,14102,580,2,,,,神奈川県,横浜市神奈川区,鈴繁町,,-,-,-,-,-,-,-,-,-,-,-
総数,14102,590,3,,,,神奈川県,横浜市神奈川区,橋本町,,1069,95,729,343,14,98,4,11,158,12,17
総数,14102,59001,4,,,,神奈川県,横浜市神奈川区,橋本町,一丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14102,59002,4,,,,神奈川県,横浜市神奈川区,橋本町,二丁目,1069,95,729,343,14,98,4,11,158,12,17
総数,14102,59003,4,,,,神奈川県,横浜市神奈川区,橋本町,三丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14102,610,2,,,,神奈川県,横浜市神奈川区,瑞穂町,,-,-,-,-,-,-,-,-,-,-,-
総数,14102,620,3,合算地域あり,,062001;062002,神奈川県,横浜市神奈川区,千若町,,17,4,10,3,-,-,-,-,2,1,1
総数,14102,62001,4,秘匿地域,620,,神奈川県,横浜市神奈川区,千若町,一丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14102,62002,4,秘匿地域,620,,神奈川県,横浜市神奈川区,千若町,二丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14102,62003,4,,,,神奈川県,横浜市神奈川区,千若町,三丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14102,650,2,,,,神奈川県,横浜市神奈川区,大野町,,489,119,290,44,2,39,4,1,31,-,6
総数,14102,660,2,,,,神奈川県,横浜市神奈川区,桐畑,,375,61,252,23,10,29,4,4,14,5,13
総数,14102,670,2,,,,神奈川県,横浜市神奈川区,高島台,,1449,154,1083,109,11,112,8,11,64,18,31
総数,14102,680,3,,,,神奈川県,横浜市神奈川区,上反町,,562,56,404,53,8,39,2,9,19,7,23
総数,14102,68001,4,,,,神奈川県,横浜市神奈川区,上反町,一丁目,262,25,195,20,3,17,-,5,7,4,12
総数,14102,68002,4,,,,神奈川県,横浜市神奈川区,上反町,二丁目,300,31,209,33,5,22,2,4,12,3,11
総数,14102,700,2,,,,神奈川県,横浜市神奈川区,沢渡,,660,92,439,116,6,66,5,8,42,7,16
総数,14102,710,2,,,,神奈川県,横浜市神奈川区,松ケ丘,,1089,108,796,75,11,99,8,12,48,13,35
総数,14102,720,2,,,,神奈川県,横浜市神奈川区,泉町,,328,39,243,31,3,26,1,2,9,3,12
総数,14102,730,3,,,,神奈川県,横浜市神奈川区,反町,,1492,183,1120,119,11,69,4,12,74,15,30
総数,14102,73001,4,,,,神奈川県,横浜市神奈川区,反町,一丁目,633,76,487,51,6,18,2,5,28,12,9
総数,14102,73002,4,,,,神奈川県,横浜市神奈川区,反町,二丁目,291,45,211,28,1,13,1,2,18,1,5
総数,14102,73003,4,,,,神奈川県,横浜市神奈川区,反町,三丁目,238,26,184,16,1,12,1,1,10,1,5
総数,14102,73004,4,,,,神奈川県,横浜市神奈川区,反町,四丁目,330,36,238,24,3,26,-,4,18,1,11
総数,14102,770,3,,,,神奈川県,横浜市神奈川区,松本町,,1388,129,1041,94,10,89,2,20,63,15,51
総数,14102,77001,4,,,,神奈川県,横浜市神奈川区,松本町,一丁目,304,27,227,23,3,21,1,4,14,2,8
総数,14102,77002,4,,,,神奈川県,横浜市神奈川区,松本町,二丁目,262,25,199,16,2,15,-,2,11,3,8
総数,14102,77003,4,,,,神奈川県,横浜市神奈川区,松本町,三丁目,344,33,255,26,2,17,-,4,14,4,24
総数,14102,77004,4,,,,神奈川県,横浜市神奈川区,松本町,四丁目,207,29,148,10,2,14,-,6,12,2,7
総数,14102,77005,4,,,,神奈川県,横浜市神奈川区,松本町,五丁目,197,9,158,11,1,15,1,3,9,2,2
総数,14102,77006,4,,,,神奈川県,横浜市神奈川区,松本町,六丁目,74,6,54,8,-,7,-,1,3,2,2
総数,14102,830,2,,,,神奈川県,横浜市神奈川区,栗田谷,,1356,145,940,214,11,113,5,21,103,14,34
総数,14102,840,2,,,,神奈川県,横浜市神奈川区,旭ケ丘,,709,86,499,57,7,69,2,13,50,9,12
総数,14102,850,2,,,,神奈川県,横浜市神奈川区,広台太田町,,421,56,309,43,6,22,1,5,21,2,14
総数,14102,860,2,,,,神奈川県,横浜市神奈川区,三ツ沢東町,,688,60,467,71,6,81,4,23,29,8,30
総数,14102,870,2,,,,神奈川県,横浜市神奈川区,三ツ沢西町,,567,47,368,93,5,72,2,28,24,6,15
総数,14102,880,2,,,,神奈川県,横浜市神奈川区,三ツ沢南町,,935,67,676,168,18,93,1,34,50,9,21
総数,14102,890,2,,,,神奈川県,横浜市神奈川区,三ツ沢上町,,1465,105,1048,166,10,160,2,25,69,13,37
総数,14102,900,2,,,,神奈川県,横浜市神奈川区,三ツ沢中町,,1394,106,903,198,12,168,5,52,98,19,50
総数,14102,910,2,,,,神奈川県,横浜市神奈川区,三ツ沢下町,,2088,159,1538,212,30,209,10,54,125,15,44
総数,14102,920,2,,,,神奈川県,横浜市神奈川区,二本榎,,484,63,326,25,4,47,-,13,27,4,17
総数,14102,930,2,,,,神奈川県,横浜市神奈川区,中丸,,436,155,201,60,2,27,3,14,37,1,7
総数,14102,940,2,,,,神奈川県,横浜市神奈川区,斎藤分町,,1603,216,1122,169,12,97,10,22,98,14,31
総数,14102,950,2,,,,神奈川県,横浜市神奈川区,平川町,,971,88,741,60,8,53,2,7,62,7,25
総数,14102,960,2,,,,神奈川県,横浜市神奈川区,白楽,,920,101,667,72,9,67,9,14,42,6,36
総数,14102,970,3,,,,神奈川県,横浜市神奈川区,六角橋,,6704,876,4366,935,58,549,12,186,648,66,158
総数,14102,97001,4,,,,神奈川県,横浜市神奈川区,六角橋,一丁目,964,100,747,68,5,45,3,17,48,7,19
総数,14102,97002,4,,,,神奈川県,横浜市神奈川区,六角橋,二丁目,1201,143,827,156,12,82,2,32,97,10,23
総数,14102,97003,4,,,,神奈川県,横浜市神奈川区,六角橋,三丁目,553,112,314,79,3,51,1,15,34,6,24
総数,14102,97004,4,,,,神奈川県,横浜市神奈川区,六角橋,四丁目,1020,245,503,255,16,88,1,34,116,12,36
総数,14102,97005,4,,,,神奈川県,横浜市神奈川区,六角橋,五丁目,1341,146,846,200,10,136,2,46,179,8,26
総数,14102,97006,4,,,,神奈川県,横浜市神奈川区,六角橋,六丁目,1625,130,1129,177,12,147,3,42,174,23,30
総数,14102,1030,3,,,,神奈川県,横浜市神奈川区,神大寺,,6225,556,3582,1786,50,823,26,309,717,62,178
総数,14102,103001,4,,,,神奈川県,横浜市神奈川区,神大寺,一丁目,1627,167,890,527,11,227,6,76,204,23,48
総数,14102,103002,4,,,,神奈川県,横浜市神奈川区,神大寺,二丁目,2206,184,1206,682,14,298,7,159,229,18,70
総数,14102,103003,4,,,,神奈川県,横浜市神奈川区,神大寺,三丁目,1260,113,758,316,15,166,11,46,127,16,32
総数,14102,103004,4,,,,神奈川県,横浜市神奈川区,神大寺,四丁目,1132,92,728,261,10,132,2,28,157,5,28
総数,14102,1080,3,,,,神奈川県,横浜市神奈川区,片倉,,6385,419,4238,769,61,895,22,187,449,94,179
総数,14102,108001,4,,,,神奈川県,横浜市神奈川区,片倉,一丁目,1962,132,1334,252,16,252,7,56,124,29,40
総数,14102,108002,4,,,,神奈川県,横浜市神奈川区,片倉,二丁目,1527,109,959,235,10,261,5,33,100,23,55
総数,14102,108003,4,,,,神奈川県,横浜市神奈川区,片倉,三丁目,326,23,218,29,5,45,-,14,18,5,15
総数,14102,108004,4,,,,神奈川県,横浜市神奈川区,片倉,四丁目,651,35,438,95,9,96,5,21,47,7,12
総数,14102,108005,4,,,,神奈川県,横浜市神奈川区,片倉,五丁目,1919,120,1289,158,21,241,5,63,160,30,57
総数,14102,1090,2,,,,神奈川県,横浜市神奈川区,三枚町,,2475,207,1184,543,31,532,6,178,288,45,68
総数,14102,1100,3,,,,神奈川県,横浜市神奈川区,菅田町,,6848,506,2764,2597,82,1777,14,631,609,135,222
総数,14102,110001,4,,,,神奈川県,横浜市神奈川区,菅田町,,5730,409,2258,2194,62,1515,12,556,470,116,198
総数,14102,110002,4,,,,神奈川県,横浜市神奈川区,菅田町,,1118,97,506,403,20,262,2,75,139,19,24
総数,14102,1111,3,,,,神奈川県,横浜市神奈川区,羽沢南,,3232,305,1500,684,34,759,9,263,231,49,95
総数,14102,111101,4,,,,神奈川県,横浜市神奈川区,羽沢南,一丁目,1067,147,445,282,12,227,1,98,82,19,35
総数,14102,111102,4,,,,神奈川県,横浜市神奈川区,羽沢南,二丁目,1162,93,556,210,12,293,2,89,86,15,33
総数,14102,111103,4,,,,神奈川県,横浜市神奈川区,羽沢南,三丁目,673,47,344,102,9,150,4,50,41,11,19
総数,14102,111104,4,,,,神奈川県,横浜市神奈川区,羽沢南,四丁目,330,18,155,90,1,89,2,26,22,4,8
総数,14102,1112,3,,,,神奈川県,横浜市神奈川区,羽沢町,,3126,255,1072,1144,22,885,4,297,250,54,116
総数,14102,111201,4,,,,神奈川県,横浜市神奈川区,羽沢町,,240,18,95,74,2,65,-,16,19,3,14
総数,14102,111202,4,,,,神奈川県,横浜市神奈川区,羽沢町,,2886,237,977,1070,20,820,4,281,231,51,102
総数,14102,1120,3,,,,神奈川県,横浜市神奈川区,神奈川,,984,127,667,73,8,72,3,7,72,11,49
総数,14102,112001,4,,,,神奈川県,横浜市神奈川区,神奈川,一丁目,240,37,137,21,1,33,-,4,28,3,5
総数,14102,112002,4,,,,神奈川県,横浜市神奈川区,神奈川,二丁目,744,90,530,52,7,39,3,3,44,8,44
総数,14102,1140,2,,,,神奈川県,横浜市神奈川区,神奈川本町,,462,57,364,36,6,22,2,2,13,2,7
総数,14102,1150,3,,,,神奈川県,横浜市神奈川区,東神奈川,,1595,107,1254,105,12,121,5,18,70,16,42
総数,14102,115001,4,,,,神奈川県,横浜市神奈川区,東神奈川,一丁目,616,42,490,40,8,48,3,2,17,4,25
総数,14102,115002,4,,,,神奈川県,横浜市神奈川区,東神奈川,二丁目,979,65,764,65,4,73,2,16,53,12,17
総数,14102,1170,2,,,,神奈川県,横浜市神奈川区,新町,,526,41,388,29,9,32,2,7,30,6,26
総数,14102,1180,2,,,,神奈川県,横浜市神奈川区,浦島町,,584,64,389,37,6,61,1,18,44,7,19
総数,14102,1190,2,,,,神奈川県,横浜市神奈川区,青木町,,842,102,592,50,3,41,5,9,37,7,51
総数,14102,1200,2,,,,神奈川県,横浜市神奈川区,公有水面,,-,-,-,-,-,-,-,-,-,-,-
総数,14103,-,1,,,,神奈川県,横浜市西区,,,49290,6746,31328,7607,522,4046,352,989,3411,470,1471
総数,14103,10,3,,,,神奈川県,横浜市西区,桜木町,,830,145,566,106,14,32,5,3,23,6,33
総数,14103,1004,4,,,,神奈川県,横浜市西区,桜木町,四丁目,299,59,200,27,4,16,3,1,11,-,4
総数,14103,1005,4,,,,神奈川県,横浜市西区,桜木町,五丁目,81,10,60,14,2,4,2,-,1,2,3
総数,14103,1006,4,,,,神奈川県,横浜市西区,桜木町,六丁目,57,11,38,7,-,-,-,-,3,-,3
総数,14103,1007,4,,,,神奈川県,横浜市西区,桜木町,七丁目,393,65,268,58,8,12,-,2,8,4,23
総数,14103,50,3,,,,神奈川県,横浜市西区,花咲町,,1194,202,790,156,12,82,10,7,60,5,26
総数,14103,5004,4,,,,神奈川県,横浜市西区,花咲町,四丁目,481,78,320,54,4,30,2,4,20,2,9
総数,14103,5005,4,,,,神奈川県,横浜市西区,花咲町,五丁目,316,78,183,55,6,21,6,1,18,1,5
総数,14103,5006,4,,,,神奈川県,横浜市西区,花咲町,六丁目,327,36,237,43,1,28,1,-,18,2,10
総数,14103,5007,4,,,,神奈川県,横浜市西区,花咲町,七丁目,70,10,50,4,1,3,1,2,4,-,2
総数,14103,90,2,,,,神奈川県,横浜市西区,紅葉ケ丘,,495,57,333,49,2,52,7,3,30,5,10
総数,14103,100,2,,,,神奈川県,横浜市西区,宮崎町,,494,75,280,41,4,81,10,2,18,8,22
総数,14103,110,2,,,,神奈川県,横浜市西区,老松町,,790,138,478,76,2,58,5,13,45,7,40
総数,14103,120,2,,,,神奈川県,横浜市西区,東ケ丘,,563,70,366,62,5,48,5,12,41,4,19
総数,14103,130,2,,,,神奈川県,横浜市西区,赤門町,,156,21,82,16,1,16,1,4,19,3,5
総数,14103,140,2,,,,神奈川県,横浜市西区,霞ケ丘,,857,77,471,216,8,98,3,40,106,10,21
総数,14103,150,3,,,,神奈川県,横浜市西区,西戸部町,,3172,444,1715,615,31,338,16,124,348,38,96
総数,14103,15001,4,,,,神奈川県,横浜市西区,西戸部町,一丁目,955,145,500,191,13,112,6,46,88,11,27
総数,14103,15002,4,,,,神奈川県,横浜市西区,西戸部町,二丁目,1615,226,883,352,14,163,7,64,174,18,43
総数,14103,15003,4,,,,神奈川県,横浜市西区,西戸部町,三丁目,602,73,332,72,4,63,3,14,86,9,26
総数,14103,180,3,,,,神奈川県,横浜市西区,伊勢町,,1356,189,889,193,8,97,15,14,109,16,26
総数,14103,18001,4,,,,神奈川県,横浜市西区,伊勢町,一丁目,375,87,187,67,2,32,7,8,33,5,10
総数,14103,18002,4,,,,神奈川県,横浜市西区,伊勢町,二丁目,256,46,159,48,1,14,-,1,23,3,4
総数,14103,18003,4,,,,神奈川県,横浜市西区,伊勢町,三丁目,725,56,543,78,5,51,8,5,53,8,12
総数,14103,210,2,,,,神奈川県,横浜市西区,御所山町,,404,82,214,59,4,38,1,13,38,6,7
総数,14103,220,2,,,,神奈川県,横浜市西区,戸部本町,,1755,253,1215,136,42,94,9,15,76,12,85
総数,14103,230,3,,,,神奈川県,横浜市西区,中央,,3808,466,2508,535,44,254,26,52,334,47,100
総数,14103,23001,4,,,,神奈川県,横浜市西区,中央,一丁目,1946,234,1335,237,26,121,16,24,145,19,48
総数,14103,23002,4,,,,神奈川県,横浜市西区,中央,二丁目,1862,232,1173,298,18,133,10,28,189,28,52
総数,14103,250,3,,,,神奈川県,横浜市西区,戸部町,,1982,346,1223,239,26,145,16,33,148,19,44
総数,14103,25001,4,,,,神奈川県,横浜市西区,戸部町,一丁目,149,40,81,21,1,15,1,1,3,2,1
総数,14103,25002,4,,,,神奈川県,横浜市西区,戸部町,二丁目,212,53,109,31,1,14,1,4,11,4,4
総数,14103,25003,4,,,,神奈川県,横浜市西区,戸部町,三丁目,397,59,229,52,5,38,2,10,47,3,9
総数,14103,25004,4,,,,神奈川県,横浜市西区,戸部町,四丁目,324,64,189,35,4,17,2,8,33,3,11
総数,14103,25005,4,,,,神奈川県,横浜市西区,戸部町,五丁目,337,61,219,50,6,20,4,3,22,-,9
総数,14103,25006,4,,,,神奈川県,横浜市西区,戸部町,六丁目,182,25,120,16,6,17,2,2,13,2,3
総数,14103,25007,4,,,,神奈川県,横浜市西区,戸部町,七丁目,381,44,276,34,3,24,4,5,19,5,7
総数,14103,320,3,,,,神奈川県,横浜市西区,高島,,799,141,527,59,8,68,13,2,29,6,18
総数,14103,32001,4,,,,神奈川県,横浜市西区,高島,一丁目,35,6,21,1,1,3,-,1,2,1,1
総数,14103,32002,4,,,,神奈川県,横浜市西区,高島,二丁目,764,135,506,58,7,65,13,1,27,5,17
総数,14103,340,3,,,,神奈川県,横浜市西区,平沼,,4217,660,2943,398,46,191,11,45,204,22,109
総数,14103,34001,4,,,,神奈川県,横浜市西区,平沼,一丁目,2985,499,2071,270,35,134,10,32,135,16,69
総数,14103,34002,4,,,,神奈川県,横浜市西区,平沼,二丁目,1232,161,872,128,11,57,1,13,69,6,40
総数,14103,360,3,,,,神奈川県,横浜市西区,西前町,,64,7,37,7,2,6,1,2,7,-,1
総数,14103,36002,4,,,,神奈川県,横浜市西区,西前町,二丁目,39,4,24,2,2,4,1,2,3,-,1
総数,14103,36003,4,,,,神奈川県,横浜市西区,西前町,三丁目,25,3,13,5,-,2,-,-,4,-,-
総数,14103,380,3,,,,神奈川県,横浜市西区,藤棚町,,1290,160,706,340,8,116,15,51,100,8,56
総数,14103,38001,4,,,,神奈川県,横浜市西区,藤棚町,一丁目,483,78,288,74,3,40,7,15,29,1,21
総数,14103,38002,4,,,,神奈川県,横浜市西区,藤棚町,二丁目,807,82,418,266,5,76,8,36,71,7,35
総数,14103,400,2,,,,神奈川県,横浜市西区,境之谷,,1297,106,651,488,16,173,6,74,140,20,38
総数,14103,410,2,,,,神奈川県,横浜市西区,元久保町,,434,45,270,82,6,46,4,27,20,4,12
総数,14103,420,2,,,,神奈川県,横浜市西区,東久保町,,1804,168,1152,186,15,187,7,78,134,29,66
総数,14103,430,2,,,,神奈川県,横浜市西区,久保町,,1981,187,1340,219,22,154,14,46,167,25,51
総数,14103,440,2,,,,神奈川県,横浜市西区,浜松町,,1107,110,763,142,12,61,4,18,68,14,46
総数,14103,450,2,,,,神奈川県,横浜市西区,西平沼町,,1176,115,904,77,21,75,1,17,53,8,21
総数,14103,460,3,,,,神奈川県,横浜市西区,岡野,,1872,351,1214,195,22,118,11,24,103,11,37
総数,14103,46001,4,,,,神奈川県,横浜市西区,岡野,一丁目,597,142,365,58,3,27,3,4,32,4,11
総数,14103,46002,4,,,,神奈川県,横浜市西区,岡野,二丁目,1275,209,849,137,19,91,8,20,71,7,26
総数,14103,480,3,合算地域あり,,048001;048002,神奈川県,横浜市西区,南幸,,166,29,118,15,-,7,1,3,5,-,5
総数,14103,48001,4,秘匿地域,480,,神奈川県,横浜市西区,南幸,一丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14103,48002,4,秘匿地域,480,,神奈川県,横浜市西区,南幸,二丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14103,500,3,合算地域あり,,050001;050002,神奈川県,横浜市西区,北幸,,469,110,286,37,2,47,2,2,13,4,17
総数,14103,50001,4,秘匿地域,500,,神奈川県,横浜市西区,北幸,一丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14103,50002,4,秘匿地域,500,,神奈川県,横浜市西区,北幸,二丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14103,520,2,,,,神奈川県,横浜市西区,楠町,,1481,227,1021,162,16,68,7,10,45,9,55
総数,14103,530,3,,,,神奈川県,横浜市西区,浅間町,,3916,586,2354,987,41,247,17,72,299,38,126
総数,14103,53001,4,,,,神奈川県,横浜市西区,浅間町,一丁目,773,155,492,110,11,34,2,5,19,5,33
総数,14103,53002,4,,,,神奈川県,横浜市西区,浅間町,二丁目,784,113,463,180,7,49,2,14,61,6,38
総数,14103,53003,4,,,,神奈川県,横浜市西区,浅間町,三丁目,937,139,563,281,7,72,7,22,84,7,16
総数,14103,53004,4,,,,神奈川県,横浜市西区,浅間町,四丁目,869,114,479,296,9,58,6,22,93,13,19
総数,14103,53005,4,,,,神奈川県,横浜市西区,浅間町,五丁目,553,65,357,120,7,34,-,9,42,7,20
総数,14103,580,2,,,,神奈川県,横浜市西区,南浅間町,,1305,129,837,173,12,110,3,31,113,15,49
総数,14103,590,2,,,,神奈川県,横浜市西区,浅間台,,1032,109,557,281,9,112,10,58,119,17,72
総数,14103,600,2,,,,神奈川県,横浜市西区,宮ケ谷,,1229,159,746,470,13,117,7,41,112,8,21
総数,14103,610,2,,,,神奈川県,横浜市西区,南軽井沢,,466,64,307,66,4,31,3,14,19,7,13
総数,14103,620,2,,,,神奈川県,横浜市西区,北軽井沢,,1559,181,887,506,13,166,5,30,148,10,59
総数,14103,640,3,,,,神奈川県,横浜市西区,みなとみらい,,3770,537,2578,218,31,513,81,9,118,29,65
総数,14103,64001,4,,,,神奈川県,横浜市西区,みなとみらい,一丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14103,64002,4,秘匿地域,64003,,神奈川県,横浜市西区,みなとみらい,二丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14103,64003,4,合算地域あり,,64002,神奈川県,横浜市西区,みなとみらい,三丁目,169,25,113,14,1,24,4,-,10,3,2
総数,14103,64004,4,,,,神奈川県,横浜市西区,みなとみらい,四丁目,2415,313,1717,138,25,308,47,5,53,16,43
総数,14103,64005,4,,,,神奈川県,横浜市西区,みなとみらい,五丁目,939,167,604,55,4,134,21,3,38,8,11
総数,14103,64006,4,,,,神奈川県,横浜市西区,みなとみらい,六丁目,247,32,144,11,1,47,9,1,17,2,9
総数,14103,690,2,,,,神奈川県,横浜市西区,,,-,-,-,-,-,-,-,-,-,-,-
総数,14104,-,1,,,,神奈川県,横浜市中区,,,59904,7146,32332,13198,537,7060,522,1554,6073,746,2345
総数,14104,10,2,合算地域あり,,0020;003001;003002,神奈川県,横浜市中区,日本大通,,96,15,71,5,-,6,4,-,3,1,2
総数,14104,20,2,秘匿地域,10,,神奈川県,横浜市中区,横浜公園,,X,X,X,X,X,X,X,X,X,X,X
総数,14104,30,3,,,,神奈川県,横浜市中区,新港,,X,X,X,X,X,X,X,X,X,X,X
総数,14104,3001,4,秘匿地域,10,,神奈川県,横浜市中区,新港,一丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14104,3002,4,秘匿地域,10,,神奈川県,横浜市中区,新港,二丁目,X,X,X,X,X,X,X,X,X,X,X
総数,14104,40,3,,,,神奈川県,横浜市中区,海岸通,,336,69,222,34,1,13,4,5,13,1,9
総数,14104,4001,4,,,,神奈川県,横浜市中区,海岸通,一丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14104,4002,4,,,,神奈川県,横浜市中区,海岸通,二丁目,90,13,70,9,1,5,-,-,3,-,2
総数,14104,4003,4,,,,神奈川県,横浜市中区,海岸通,三丁目,56,17,30,10,-,4,1,-,1,-,-
総数,14104,4004,4,,,,神奈川県,横浜市中区,海岸通,四丁目,81,16,55,6,-,1,-,3,2,1,2
総数,14104,4005,4,,,,神奈川県,横浜市中区,海岸通,五丁目,109,23,67,9,-,3,3,2,7,-,5
総数,14104,90,3,,,,神奈川県,横浜市中区,元浜町,,143,31,88,6,-,13,3,1,8,4,1
総数,14104,9001,4,,,,神奈川県,横浜市中区,元浜町,一丁目,-,-,-,-,-,-,-,-,-,-,-
